County & State,School Year,County Code,State ANSI Code,21-22 Enrollment,19-20 Enrollment,21-22 Enrollment as Proportion of 19-20 Enrollment,19-20 to 21-22 Enrollment Change,19-20 to 21-22 Enrollment Change Rank,19-20 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 19-20 Enrollment Rank,21-22 Enrollment as Proportion of 19-20 Enrollment Percentile,17-18 Enrollment,21-22 Enrollment as Proportion of 17-18 Enrollment,17-18 to 21-22 Enrollment Change,17-18 to 21-22 Enrollment Change Rank,17-18 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 17-18 Enrollment Rank,21-22 Enrollment as Proportion of 17-18 Enrollment Percentile,11-12 Enrollment,21-22 Enrollment as Proportion of 11-12 Enrollment,11-12 to 21-22 Enrollment Change,11-12 to 21-22 Enrollment Change Rank,11-12 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 11-12 Enrollment Rank,21-22 Enrollment as Proportion of 11-12 Enrollment Percentile
"Delaware County, OH",21-22,41,39,1200,1218.0,0.9852216748768473,-18.0,703.0,33.58561967833491,598.0,43.519394512771996,1219.0,0.9844134536505332,-19.0,610.0,43.40148698884758,497.0,53.90334572490706,1247.0,0.9623095429029671,-47.0,563.0,49.094202898550726,390.0,64.76449275362319
"Delaware County, PA",21-22,45,42,9419,7741.0,1.2167678594496836,1678.0,14.0,98.77010406811732,235.0,77.86187322611163,7574.0,1.2435965143913388,1845.0,4.0,99.72118959107806,190.0,82.43494423791822,10317.0,0.9129591935640206,-898.0,976.0,11.684782608695652,467.0,57.789855072463766
"Delta County, MI",21-22,41,26,282,329.0,0.8571428571428571,-47.0,816.0,22.894985808893093,836.0,21.002838221381268,296.0,0.9527027027027027,-14.0,574.0,46.74721189591078,563.0,47.76951672862453,285.0,0.9894736842105263,-3.0,360.0,67.48188405797102,362.0,67.30072463768117
"Denton County, TX",21-22,121,48,391,417.0,0.9376498800959233,-26.0,738.0,30.274361400189214,693.0,34.53169347209082,408.0,0.9583333333333334,-17.0,594.0,44.888475836431226,551.0,48.88475836431227,253.0,1.5454545454545454,138.0,87.0,92.21014492753623,76.0,93.20652173913044
"Denver County, CO",21-22,31,8,4213,4359.0,0.9665060793760036,-146.0,906.0,14.380321665089877,636.0,39.92431409649952,3750.0,1.1234666666666666,463.0,58.0,94.70260223048327,298.0,72.39776951672863,5150.0,0.8180582524271844,-937.0,981.0,11.231884057971014,614.0,44.474637681159415
"Des Moines County, IA",21-22,57,19,669,922.0,0.7255965292841648,-253.0,940.0,11.163670766319774,947.0,10.501419110690634,858.0,0.7797202797202797,-189.0,853.0,20.817843866171003,829.0,23.04832713754647,446.0,1.5,223.0,56.0,95.01811594202898,78.0,93.02536231884058
"Deschutes County, OR",21-22,17,41,321,290.0,1.106896551724138,31.0,342.0,67.73888363292336,362.0,65.84673604541155,194.0,1.6546391752577319,127.0,163.0,84.94423791821562,80.0,92.65799256505576,51.0,6.294117647058823,270.0,46.0,95.92391304347827,1.0,100.0
"Dewitt County, TX",21-22,123,48,87,83.0,1.0481927710843373,4.0,519.0,50.993377483443716,462.0,56.38599810785241,111.0,0.7837837837837838,-24.0,638.0,40.79925650557621,824.0,23.513011152416357,73.0,1.1917808219178083,14.0,271.0,75.54347826086956,181.0,83.69565217391305
"Dickinson County, KS",21-22,41,20,110,121.0,0.9090909090909091,-11.0,655.0,38.12677388836329,751.0,29.04446546830653,112.0,0.9821428571428571,-2.0,489.0,54.646840148698885,503.0,53.3457249070632,120.0,0.9166666666666666,-10.0,390.0,64.76449275362319,459.0,58.514492753623195
"Dickinson County, MI",21-22,43,26,107,167.0,0.6407185628742516,-60.0,844.0,20.245979186376537,991.0,6.338694418164617,177.0,0.6045197740112994,-70.0,755.0,29.92565055762082,973.0,9.66542750929368,74.0,1.445945945945946,33.0,202.0,81.79347826086956,92.0,91.7572463768116
"District Of Columbia, DC",21-22,1,11,6125,5029.0,1.2179359713660767,1096.0,30.0,97.25638599810786,234.0,77.95648060548723,4778.0,1.2819171201339472,1347.0,9.0,99.25650557620817,176.0,83.7360594795539,6166.0,0.9933506325008109,-41.0,535.0,51.63043478260869,358.0,67.66304347826086
"Dodge County, NE",21-22,53,31,29,45.0,0.6444444444444445,-16.0,692.0,34.62630085146641,990.0,6.433301797540208,480.0,0.06041666666666667,-451.0,947.0,12.0817843866171,1076.0,0.09293680297397769,492.0,0.05894308943089431,-463.0,901.0,18.478260869565215,1104.0,0.09057971014492754
"Dodge County, WI",21-22,27,55,227,168.0,1.3511904761904763,59.0,281.0,73.50993377483444,153.0,85.61967833491012,204.0,1.1127450980392157,23.0,318.0,70.53903345724906,308.0,71.46840148698885,341.0,0.6656891495601173,-114.0,709.0,35.869565217391305,824.0,25.45289855072464
"Door County, WI",21-22,29,55,130,129.0,1.0077519379844961,1.0,553.0,47.776726584673604,539.0,49.10122989593188,120.0,1.0833333333333333,10.0,385.0,64.31226765799256,342.0,68.3085501858736,116.0,1.1206896551724137,14.0,271.0,75.54347826086956,219.0,80.2536231884058
"Dorchester County, SC",21-22,35,45,214,178.0,1.202247191011236,36.0,321.0,69.72563859981078,247.0,76.72658467360453,177.0,1.2090395480225988,37.0,272.0,74.81412639405205,216.0,80.0185873605948,227.0,0.9427312775330396,-13.0,409.0,63.04347826086957,418.0,62.22826086956522
"Dougherty County, GA",21-22,95,13,136,151.0,0.9006622516556292,-15.0,685.0,35.28855250709555,763.0,27.90917691579943,127.0,1.0708661417322836,9.0,391.0,63.7546468401487,359.0,66.72862453531599,158.0,0.8607594936708861,-22.0,453.0,59.05797101449275,557.0,49.63768115942029
"Douglas County, CO",21-22,35,8,499,429.0,1.1631701631701632,70.0,266.0,74.92904446546831,286.0,73.03689687795648,438.0,1.139269406392694,61.0,225.0,79.182156133829,279.0,74.1635687732342,490.0,1.0183673469387755,9.0,294.0,73.46014492753623,314.0,71.64855072463769
"Douglas County, KS",21-22,45,20,626,611.0,1.0245499181669395,15.0,418.0,60.54872280037843,504.0,52.41248817407757,622.0,1.0064308681672025,4.0,422.0,60.87360594795539,454.0,57.899628252788105,567.0,1.1040564373897708,59.0,147.0,86.77536231884058,240.0,78.35144927536231
"Douglas County, MN",21-22,41,27,293,237.0,1.2362869198312236,56.0,285.0,73.13150425733207,214.0,79.84862819299904,199.0,1.4723618090452262,94.0,185.0,82.8996282527881,108.0,90.05576208178438,263.0,1.1140684410646389,30.0,211.0,80.97826086956522,225.0,79.71014492753623
"Douglas County, NE",21-22,55,31,10946,9578.0,1.1428273125913553,1368.0,19.0,98.29706717123936,308.0,70.95553453169347,12026.0,0.9101945784134375,-1080.0,1016.0,5.669144981412639,645.0,40.14869888475837,13586.0,0.8056823200353305,-2640.0,1054.0,4.619565217391304,634.0,42.66304347826087
"Douglas County, WI",21-22,31,55,143,177.0,0.807909604519774,-34.0,775.0,26.773888363292336,885.0,16.367076631977294,191.0,0.7486910994764397,-48.0,705.0,34.572490706319705,866.0,19.60966542750929,291.0,0.49140893470790376,-148.0,745.0,32.608695652173914,1001.0,9.420289855072465
"Doña Ana County, NM",21-22,13,35,283,,,,,,,,277.0,1.0216606498194947,6.0,418.0,61.2453531598513,421.0,60.966542750929364,266.0,1.0639097744360901,17.0,259.0,76.63043478260869,278.0,74.90942028985508
"Dubois County, IN",21-22,37,18,923,994.0,0.9285714285714286,-71.0,857.0,19.01608325449385,711.0,32.82876064333018,766.0,1.2049608355091384,157.0,145.0,86.61710037174721,221.0,79.5539033457249,487.0,1.895277207392197,436.0,25.0,97.82608695652173,32.0,97.19202898550725
"Dubuque County, IA",21-22,61,19,2433,2276.0,1.068980667838313,157.0,187.0,82.40302743614002,414.0,60.9271523178808,3359.0,0.7243227150937779,-926.0,1000.0,7.156133828996282,883.0,18.029739776951672,4126.0,0.5896752302472128,-1693.0,1028.0,6.974637681159421,908.0,17.844202898550723
"Dunklin County, MO",21-22,69,29,88,70.0,1.2571428571428571,18.0,400.0,62.251655629139066,201.0,81.07852412488174,65.0,1.353846153846154,23.0,318.0,70.53903345724906,146.0,86.52416356877323,65.0,1.353846153846154,23.0,231.0,79.16666666666666,121.0,89.13043478260869
"Dunn County, WI",21-22,33,55,78,133.0,0.5864661654135338,-55.0,830.0,21.570482497634817,1010.0,4.541154210028382,143.0,0.5454545454545454,-65.0,745.0,30.855018587360593,1008.0,6.412639405204461,129.0,0.6046511627906976,-51.0,574.0,48.09782608695652,893.0,19.202898550724637
"Dupage County, IL",21-22,43,17,7799,6023.0,1.294869666279263,1776.0,11.0,99.05392620624409,181.0,82.97067171239357,8847.0,0.8815417655702498,-1048.0,1009.0,6.319702602230483,690.0,35.96654275092937,12596.0,0.6191648142267386,-4797.0,1089.0,1.4492753623188406,871.0,21.195652173913043
"Durham County, NC",21-22,63,37,523,550.0,0.9509090909090909,-27.0,741.0,29.990539262062445,670.0,36.707663197729424,,,,,,,,367.0,1.4250681198910082,156.0,77.0,93.11594202898551,96.0,91.39492753623189
"Dutchess County, NY",21-22,27,36,1599,903.0,1.7707641196013288,696.0,57.0,94.70198675496688,64.0,94.03973509933775,812.0,1.9692118226600985,787.0,29.0,97.39776951672863,44.0,96.00371747211895,2527.0,0.6327661258409181,-928.0,980.0,11.322463768115941,854.0,22.735507246376812
"Duval County, FL",21-22,31,12,5907,4717.0,1.2522789908840364,1190.0,26.0,97.63481551561021,203.0,80.88930936613056,6985.0,0.8456692913385827,-1078.0,1015.0,5.762081784386617,737.0,31.59851301115242,6898.0,0.8563351696143809,-991.0,987.0,10.68840579710145,567.0,48.731884057971016
"Eagle County, CO",21-22,37,8,115,125.0,0.92,-10.0,645.0,39.0728476821192,723.0,31.693472090823082,122.0,0.9426229508196722,-7.0,525.0,51.301115241635685,580.0,46.18959107806692,157.0,0.732484076433121,-42.0,540.0,51.177536231884055,739.0,33.15217391304348
"East Baton Rouge Parish, LA",21-22,33,22,7613,6549.0,1.1624675522980608,1064.0,33.0,96.97256385998108,288.0,72.84768211920529,9138.0,0.833114467060626,-1525.0,1036.0,3.8104089219330852,760.0,29.460966542750928,7658.0,0.9941237921128232,-45.0,553.0,50.0,357.0,67.7536231884058
"Eaton County, MI",21-22,45,26,295,610.0,0.48360655737704916,-315.0,957.0,9.555345316934721,1034.0,2.270577105014191,761.0,0.3876478318002628,-466.0,948.0,11.988847583643123,1054.0,2.137546468401487,798.0,0.36967418546365916,-503.0,909.0,17.753623188405797,1069.0,3.260869565217391
"Eau Claire County, WI",21-22,35,55,1651,1644.0,1.004257907542579,7.0,478.0,54.87228003784295,549.0,48.15515610217597,1881.0,0.8777246145667198,-230.0,876.0,18.680297397769515,698.0,35.22304832713755,876.0,1.884703196347032,775.0,11.0,99.09420289855072,33.0,97.10144927536231
"Ector County, TX",21-22,135,48,219,277.0,0.7906137184115524,-58.0,838.0,20.813623462630083,897.0,15.2317880794702,323.0,0.6780185758513931,-104.0,801.0,25.650557620817843,918.0,14.776951672862454,210.0,1.042857142857143,9.0,294.0,73.46014492753623,291.0,73.73188405797102
"Effingham County, IL",21-22,49,17,419,890.0,0.4707865168539326,-471.0,993.0,6.149479659413434,1036.0,2.081362346263009,919.0,0.455930359085963,-500.0,954.0,11.431226765799256,1034.0,3.9962825278810405,715.0,0.586013986013986,-296.0,833.0,24.637681159420293,916.0,17.119565217391305
"El Dorado County, CA",21-22,17,6,190,217.0,0.8755760368663594,-27.0,741.0,29.990539262062445,807.0,23.746452223273415,265.0,0.7169811320754716,-75.0,763.0,29.182156133828997,889.0,17.472118959107807,436.0,0.43577981651376146,-246.0,807.0,26.992753623188403,1039.0,5.978260869565218
"El Paso County, CO",21-22,41,8,694,1057.0,0.6565752128666036,-363.0,970.0,8.325449385052035,984.0,7.000946073793755,1053.0,0.6590693257359924,-359.0,922.0,14.405204460966543,936.0,13.104089219330856,1097.0,0.6326344576116681,-403.0,878.0,20.56159420289855,856.0,22.554347826086957
"El Paso County, TX",21-22,141,48,2013,2283.0,0.8817345597897503,-270.0,948.0,10.406811731315042,797.0,24.69252601702933,2855.0,0.7050788091068301,-842.0,993.0,7.806691449814126,899.0,16.54275092936803,4115.0,0.4891859052247874,-2102.0,1040.0,5.88768115942029,1003.0,9.239130434782608
"Elk County, PA",21-22,47,42,582,459.0,1.2679738562091503,123.0,206.0,80.60548722800378,198.0,81.3623462630085,795.0,0.7320754716981132,-213.0,868.0,19.423791821561338,879.0,18.401486988847584,853.0,0.6822977725674091,-271.0,819.0,25.905797101449274,804.0,27.264492753623188
"Elkhart County, IN",21-22,39,18,582,645.0,0.9023255813953488,-63.0,850.0,19.67833491012299,758.0,28.38221381267739,552.0,1.0543478260869565,30.0,290.0,73.14126394052045,379.0,64.86988847583643,689.0,0.8447024673439768,-107.0,699.0,36.775362318840585,578.0,47.73550724637681
"Ellis County, KS",21-22,51,20,352,713.0,0.49368863955119213,-361.0,969.0,8.420056764427624,1030.0,2.6490066225165565,780.0,0.4512820512820513,-428.0,943.0,12.453531598513012,1036.0,3.8104089219330852,722.0,0.48753462603878117,-370.0,864.0,21.829710144927535,1006.0,8.967391304347826
"Ellis County, TX",21-22,139,48,139,212.0,0.6556603773584906,-73.0,859.0,18.82686849574267,985.0,6.906338694418164,147.0,0.9455782312925171,-8.0,534.0,50.46468401486989,574.0,46.74721189591078,167.0,0.8323353293413174,-28.0,478.0,56.79347826086957,597.0,46.01449275362319
"Emmet County, MI",21-22,47,26,315,256.0,1.23046875,59.0,281.0,73.50993377483444,222.0,79.09176915799432,254.0,1.2401574803149606,61.0,225.0,79.182156133829,193.0,82.15613382899627,257.0,1.2256809338521402,58.0,149.0,86.59420289855072,166.0,85.05434782608695
"Erie County, NY",21-22,29,36,6551,4632.0,1.4142918825561313,1919.0,9.0,99.24314096499526,132.0,87.60643330179754,9771.0,0.670453382458295,-3220.0,1068.0,0.8364312267657992,928.0,13.847583643122677,13037.0,0.5024929048093887,-6486.0,1096.0,0.8152173913043478,991.0,10.326086956521738
"Erie County, OH",21-22,43,39,1440,1380.0,1.0434782608695652,60.0,278.0,73.79375591296122,466.0,56.00756859035004,759.0,1.8972332015810276,681.0,38.0,96.56133828996283,50.0,95.4460966542751,905.0,1.591160220994475,535.0,20.0,98.27898550724638,61.0,94.56521739130434
"Erie County, PA",21-22,49,42,2883,2915.0,0.9890222984562608,-32.0,765.0,27.71996215704825,590.0,44.276253547776726,3802.0,0.7582851130983693,-919.0,999.0,7.24907063197026,859.0,20.260223048327138,4173.0,0.6908698777857656,-1290.0,1008.0,8.78623188405797,794.0,28.17028985507246
"Escambia County, FL",21-22,33,12,1863,1457.0,1.2786547700754975,406.0,99.0,90.72847682119205,191.0,82.02459791863765,1573.0,1.1843610934520026,290.0,94.0,91.35687732342006,244.0,77.41635687732342,1372.0,1.3578717201166182,491.0,21.0,98.18840579710145,119.0,89.31159420289855
"Essex County, MA",21-22,9,25,4972,6070.0,0.8191103789126853,-1098.0,1036.0,2.081362346263009,873.0,17.50236518448439,8049.0,0.6177164865200646,-3077.0,1066.0,1.0223048327137547,965.0,10.408921933085502,9536.0,0.5213926174496645,-4564.0,1087.0,1.6304347826086956,971.0,12.13768115942029
"Essex County, NJ",21-22,13,34,4033,4751.0,0.8488739212797306,-718.0,1013.0,4.257332071901608,843.0,20.340586565752126,5890.0,0.6847198641765705,-1857.0,1048.0,2.6951672862453533,912.0,15.33457249070632,7736.0,0.5213288521199586,-3703.0,1076.0,2.6268115942028984,972.0,12.047101449275361
"Essex County, NY",21-22,31,36,190,208.0,0.9134615384615384,-18.0,703.0,33.58561967833491,735.0,30.558183538315987,208.0,0.9134615384615384,-18.0,603.0,44.05204460966542,635.0,41.07806691449814,250.0,0.76,-60.0,590.0,46.64855072463768,692.0,37.40942028985507
"Etowah County, AL",21-22,55,1,124,135.0,0.9185185185185185,-11.0,655.0,38.12677388836329,726.0,31.409649952696313,137.0,0.9051094890510949,-13.0,567.0,47.39776951672863,654.0,39.312267657992564,113.0,1.0973451327433628,11.0,284.0,74.36594202898551,243.0,78.07971014492753
"Evangeline Parish, LA",21-22,39,22,415,987.0,0.4204660587639311,-572.0,1004.0,5.10879848628193,1044.0,1.3245033112582782,386.0,1.0751295336787565,29.0,294.0,72.76951672862454,355.0,67.1003717472119,528.0,0.7859848484848485,-113.0,707.0,36.05072463768116,662.0,40.1268115942029
"Fairbanks North Star Borough, AK",21-22,90,2,686,372.0,1.8440860215053763,314.0,124.0,88.36329233680227,53.0,95.08041627246925,420.0,1.6333333333333333,266.0,102.0,90.61338289962825,86.0,92.1003717472119,491.0,1.3971486761710794,195.0,60.0,94.65579710144928,100.0,91.03260869565217
"Fairfax City, VA",21-22,600,51,418,1239.0,0.33736884584342214,-821.0,1022.0,3.405865657521287,1052.0,0.5676442762535477,1348.0,0.31008902077151335,-930.0,1001.0,7.063197026022305,1063.0,1.3011152416356877,941.0,0.4442082890541977,-523.0,917.0,17.02898550724638,1035.0,6.340579710144928
"Fairfax County, VA",21-22,59,51,6172,4710.0,1.3104033970276008,1462.0,15.0,98.67549668874173,172.0,83.8221381267739,5258.0,1.1738303537466717,914.0,20.0,98.23420074349443,251.0,76.76579925650557,5529.0,1.1162958943751131,643.0,15.0,98.73188405797102,222.0,79.98188405797102
"Fairfield County, CT",21-22,1,9,7394,6622.0,1.1165810933252793,772.0,48.0,95.55345316934721,344.0,67.54966887417218,7550.0,0.9793377483443708,-156.0,833.0,22.676579925650557,518.0,51.951672862453535,11038.0,0.6698677296611705,-3644.0,1073.0,2.898550724637681,819.0,25.905797101449274
"Fairfield County, OH",21-22,45,39,388,444.0,0.8738738738738738,-56.0,833.0,21.28666035950804,811.0,23.36802270577105,283.0,1.3710247349823321,105.0,175.0,83.82899628252788,137.0,87.36059479553904,436.0,0.8899082568807339,-48.0,566.0,48.822463768115945,497.0,55.072463768115945
"Falls Church City, VA",21-22,610,51,495,419.0,1.1813842482100239,76.0,259.0,75.59129612109746,265.0,75.0236518448439,444.0,1.114864864864865,51.0,248.0,77.04460966542752,306.0,71.6542750929368,540.0,0.9166666666666666,-45.0,553.0,50.0,459.0,58.514492753623195
"Faribault County, MN",21-22,43,27,35,,,,,,,,31.0,1.1290322580645162,4.0,422.0,60.87360594795539,289.0,73.23420074349443,72.0,0.4861111111111111,-37.0,520.0,52.9891304347826,1007.0,8.876811594202898
"Faulkner County, AR",21-22,45,5,909,521.0,1.744721689059501,388.0,102.0,90.44465468306528,69.0,93.5666982024598,502.0,1.8107569721115537,407.0,65.0,94.05204460966543,62.0,94.33085501858736,456.0,1.993421052631579,453.0,24.0,97.91666666666666,23.0,98.0072463768116
"Fauquier County, VA",21-22,61,51,265,,,,,,,,230.0,1.1521739130434783,35.0,277.0,74.34944237918215,265.0,75.46468401486989,193.0,1.3730569948186528,72.0,128.0,88.4963768115942,111.0,90.03623188405797
"Fayette County, GA",21-22,113,13,283,90.0,3.1444444444444444,193.0,164.0,84.57899716177863,6.0,99.52696310312204,283.0,1.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,570.0,0.4964912280701754,-287.0,824.0,25.45289855072464,998.0,9.692028985507246
"Fayette County, IN",21-22,41,18,141,137.0,1.0291970802919708,4.0,519.0,50.993377483443716,491.0,53.64238410596026,159.0,0.8867924528301887,-18.0,603.0,44.05204460966542,683.0,36.61710037174721,146.0,0.9657534246575342,-5.0,370.0,66.57608695652173,386.0,65.12681159420289
"Fayette County, KY",21-22,67,21,1874,1558.0,1.202824133504493,316.0,123.0,88.45789971617786,246.0,76.82119205298014,2449.0,0.7652102899142507,-575.0,967.0,10.223048327137546,848.0,21.28252788104089,2598.0,0.7213240954580447,-724.0,957.0,13.405797101449277,759.0,31.34057971014493
"Fayette County, PA",21-22,51,42,777,267.0,2.9101123595505616,510.0,81.0,92.4314096499527,14.0,98.77010406811732,457.0,1.700218818380744,320.0,83.0,92.37918215613384,73.0,93.3085501858736,484.0,1.6053719008264462,293.0,41.0,96.37681159420289,58.0,94.83695652173914
"Fayette County, TX",21-22,149,48,252,291.0,0.865979381443299,-39.0,795.0,24.88174077578051,824.0,22.138126773888363,285.0,0.8842105263157894,-33.0,665.0,38.28996282527881,688.0,36.152416356877325,344.0,0.7325581395348837,-92.0,679.0,38.58695652173913,738.0,33.242753623188406
"Fayette County, WV",21-22,19,54,59,,,,,,,,,,,,,,,120.0,0.49166666666666664,-61.0,593.0,46.3768115942029,1000.0,9.510869565217392
"Finney County, KS",21-22,55,20,240,267.0,0.898876404494382,-27.0,741.0,29.990539262062445,765.0,27.71996215704825,263.0,0.9125475285171103,-23.0,632.0,41.35687732342008,638.0,40.79925650557621,316.0,0.759493670886076,-76.0,640.0,42.119565217391305,696.0,37.04710144927536
"Flagler County, FL",21-22,35,12,194,204.0,0.9509803921568627,-10.0,645.0,39.0728476821192,668.0,36.89687795648061,191.0,1.0157068062827226,3.0,432.0,59.94423791821561,432.0,59.94423791821561,214.0,0.9065420560747663,-20.0,439.0,60.32608695652174,480.0,56.61231884057971
"Flathead County, MT",21-22,29,30,169,166.0,1.0180722891566265,3.0,532.0,49.76348155156102,517.0,51.18259224219489,162.0,1.0432098765432098,7.0,412.0,61.80297397769516,392.0,63.66171003717472,243.0,0.6954732510288066,-74.0,632.0,42.844202898550726,787.0,28.804347826086957
"Florence County, SC",21-22,41,45,116,103.0,1.1262135922330097,13.0,435.0,58.94039735099338,329.0,68.96877956480606,108.0,1.0740740740740742,8.0,403.0,62.639405204460964,356.0,67.00743494423791,153.0,0.7581699346405228,-37.0,520.0,52.9891304347826,699.0,36.775362318840585
"Floyd County, GA",21-22,115,13,211,221.0,0.9547511312217195,-10.0,645.0,39.0728476821192,658.0,37.84295175023652,215.0,0.9813953488372092,-4.0,502.0,53.438661710037174,505.0,53.159851301115246,272.0,0.7757352941176471,-61.0,593.0,46.3768115942029,671.0,39.311594202898554
"Floyd County, IA",21-22,67,19,156,211.0,0.7393364928909952,-55.0,830.0,21.570482497634817,939.0,11.258278145695364,241.0,0.6473029045643154,-85.0,781.0,27.509293680297397,944.0,12.360594795539033,171.0,0.9122807017543859,-15.0,423.0,61.77536231884058,469.0,57.608695652173914
